,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
77,Haxorus,Poliwhirl,Ivysaur,Crawdaunt,Dragalge,Gyarados,Croagunk,Dhelmise,Relicanth,Ledyba,Scatterbug,Torterra,Aggron,Plusle,Minun,Sharpedo,Wailmer,Grumpig,Altaria,Claydol,Banette,Chimecho,Glalie,Shelgon,Salamence,Metang,Metagross,Chimchar,Staraptor,Luxio,Luxray
78,Heatmor,Ducklett,Dewgong,Beldum,Minccino,Budew,Tranquill,Exeggcute,Clawitzer,Spoink,Clauncher,Stoutland,Tauros,Florges,Grumpig,Blastoise,Kingdra,Hydreigon,Slaking,Dragonite,Gardevoir,Tyranitar,Altaria,Gallade,Salamence,Honchkrow,Shiftry,Noivern,Skuntank,Decidueye,Drifblim
79,Beartic,Garbodor,Octillery,Nidoran♂,Emboar,Altaria,Mienshao,Cherrim,Swablu,Silvally,Klang,Metagross,Lucario,Gardevoir,Salamence,Gallade,Slaking,Gengar,Manectric,Crobat,Kommo-o,Charizard,Haxorus,Aegislash,Sceptile,Talonflame,Alakazam,Espeon,Drifblim,Sigilyph,Hawlucha
80,Houndour,Seedot,Sneasel,Stoutland,Cubone,Cofagrigus,Porygon,Phanpy,Maractus,Timburr,Gumshoos,Slaking,Garchomp,Salamence,Aegislash,Oranguru,Gogoat,Sliggoo,Komala,Emboar,Cacturne,Venusaur,Unfezant,Serperior,Hawlucha,Pidgeot,Goodra,Banette,Bouffalant,Tyranitar,Hydreigon
81,Salamence,Roserade,Phanpy,Masquerain,Cacturne,Mime Jr.,Pikipek,Combusken,Liepard,Whismur,Crustle,Galvantula,Emboar,Samurott,Stoutland,Simipour,Magnemite,Gigalith,Excadrill,Audino,Lairon,Lilligant,Serperior,Exploud,Slaking,Machamp,Dragonite,Carracosta,Archeops,Vanilluxe,Meganium
82,Braviary,Frogadier,Buneary,Lumineon,Shelgon,Cubchoo,Ekans,Crawdaunt,Frillish,Golett,Turtonator,Torterra,Samurott,Lillipup,Herdier,Stoutland,Purrloin,Liepard,Pansage,Simisage,Pansear,Simisear,Panpour,Simipour,Munna,Musharna,Blitzle,Zebstrika,Roggenrola,Dewott,Boldore
83,Ferrothorn,Rockruff,Zigzagoon,Fomantis,Volcarona,Cyndaquil,Vigoroth,Ledyba,Braviary,Sharpedo,Jynx,Manectric,Metagross,Jellicent,Slaking,Lucario,Salamence,Tyranitar,Delphox,Arcanine,Minior,Jolteon,Houndoom,Aerodactyl,Pidgeot,Gardevoir,Electabuzz,Raichu,Haxorus,Hydreigon,Zebstrika
84,Cacturne,Woobat,Pupitar,Litten,Stunfisk,Druddigon,Carracosta,Cubchoo,Mandibuzz,Lunatone,Klang,Magnezone,Lucario,Klinklang,Slaking,Tyranitar,Dragonite,Haxorus,Greninja,Empoleon,Kangaskhan,Simipour,Manectric,Blastoise,Gyarados,Excadrill,Scizor,Kommo-o,Floette,Samurott,Kabutops
85,Machoke,Shinx,Accelgor,Crabrawler,Cyndaquil,Metagross,Lopunny,Purrloin,Spewpa,Crabrawler,Morelull,Tyranitar,Bisharp,Lucario,Houndoom,Spiritomb,Metagross,Chandelure,Jellicent,Absol,Blastoise,Honchkrow,Swampert,Magmortar,Excadrill,Steelix,Camerupt,Hippowdon,Sableye,Sceptile,Scizor
86,Milotic,Gorebyss,Hitmontop,Swellow,Lurantis,Snorlax,Teddiursa,Snivy,Bagon,Amoonguss,Clamperl,Haxorus,Ursaring,Slaking,Aegislash,Bisharp,Garchomp,Metagross,Tyranitar,Klinklang,Gengar,Gardevoir,Drifblim,Kangaskhan,Banette,Tyrantrum,Weavile,Braviary,Type: Null,Charizard,Mandibuzz
87,Lilligant,Sableye,Crawdaunt,Binacle,Rattata,Anorith,Blissey,Steenee,Exploud,Leafeon,Karrablast,Kommo-o,Garchomp,Kangaskhan,Scizor,Hawlucha,Slaking,Metagross,Durant,Gallade,Lucario,Klinklang,Salamence,Venusaur,Hydreigon,Noivern,Goodra,Heracross,Meganium,Passimian,Pidgeot
88,Fraxure,Tyrantrum,Swalot,Tyrantrum,Onix,Munchlax,Skarmory,Horsea,Type: Null,Pikipek,Milotic,Scizor,Slaking,Tyranitar,Garchomp,Salamence,Lucario,Empoleon,Staraptor,Metagross,Weavile,Passimian,Dragonite,Goodra,Haxorus,Typhlosion,Noivern,Silvally,Hydreigon,Blaziken,Manectric
89,Cloyster,Fletchinder,Jigglypuff,Pawniard,Darmanitan,Sharpedo,Farfetch'd,Durant,Teddiursa,Vanillite,Swablu,Noivern,Tauros,Jolteon,Goodra,Altaria,Manectric,Gourgeist,Lopunny,Decidueye,Lucario,Primarina,Gyarados,Dragonite,Ludicolo,Crobat,Pidgeot,Electivire,Snorlax,Tentacruel,Salamence
90,Magmar,Bagon,Manectric,Igglybuff,Fletchinder,Klinklang,Wimpod,Steenee,Tyrantrum,Swadloon,Loudred,Espeon,Metagross,Garchomp,Blaziken,Scizor,Excadrill,Blastoise,Porygon-Z,Haxorus,Mienshao,Gardevoir,Volcarona,Empoleon,Meowstic,Kommo-o,Gengar,Houndoom,Lucario,Delphox,Grumpig
91,Gastrodon,Ledian,Sunflora,Happiny,Druddigon,Stunky,Snubbull,Alomomola,Wingull,Magmar,Gloom,Slaking,Vaporeon,Kangaskhan,Silvally,Electivire,Blastoise,Politoed,Togekiss,Samurott,Milotic,Feraligatr,Lucario,Primarina,Clawitzer,Simipour,Jellicent,Floette,Starmie,Sawsbuck,Meowstic
92,Cleffa,Delphox,Magby,Toxicroak,Piloswine,Jynx,Azumarill,Conkeldurr,Carvanha,Zangoose,Bewear,Gallade,Floette,Salamence,Aerodactyl,Metagross,Crobat,Archeops,Volcarona,Dodrio,Pidgeot,Alakazam,Gardevoir,Lucario,Charizard,Kommo-o,Noivern,Salazzle,Drifblim,Sceptile,Typhlosion
93,Cubone,Gogoat,Anorith,Tauros,Magmortar,Buneary,Crawdaunt,Golurk,Duskull,Passimian,Leafeon,Leavanny,Simisage,Salamence,Venusaur,Gardevoir,Pidgeot,Pinsir,Xatu,Garchomp,Hawlucha,Sigilyph,Crobat,Serperior,Sceptile,Metagross,Slaking,Chimecho,Meowstic,Yanmega,Charizard
94,Ledyba,Shroomish,Palossand,Minun,Braviary,Staravia,Kricketot,Purrloin,Darmanitan,Mienshao,Steelix,Greninja,Garchomp,Gyarados,Bruxish,Salamence,Samurott,Alomomola,Houndoom,Swampert,Starmie,Blastoise,Simipour,Swanna,Archeops,Chandelure,Slowbro,Seismitoad,Jellicent,Delphox,Seadra
95,Swampert,Mamoswine,Palpitoad,Wailmer,Bergmite,Ferroseed,Jolteon,Serperior,Crawdaunt,Blitzle,Bewear,Alakazam,Gengar,Venusaur,Gardevoir,Chesnaught,Goodra,Floette,Beedrill,Hydreigon,Slaking,Drifblim,Metagross,Lopunny,Leavanny,Decidueye,Garchomp,Accelgor,Delphox,Volcarona,Aurorus
96,Feebas,Whirlipede,Crobat,Snover,Politoed,Nosepass,Dugtrio,Sudowoodo,Mareanie,Carracosta,Chikorita,Gourgeist,Cacturne,Gogoat,Greninja,Simisage,Sceptile,Torterra,Chesnaught,Servine,Tangrowth,Venusaur,Gyarados,Golisopod,Lucario,Kommo-o,Cherrim,Garchomp,Hydreigon,Masquerain,Quilladin
97,Swanna,Dedenne,Samurott,Ursaring,Gogoat,Karrablast,Malamar,Togetic,Clamperl,Dewpider,Whiscash,Bulbasaur,Leafeon,Yanmega,Togekiss,Magmortar,Electivire,Tangrowth,Rhyperior,Lickilicky,Weavile,Abomasnow,Lumineon,Carnivine,Toxicroak,Drapion,Hippowdon,Lucario,Riolu,Glameow,Purugly
98,Litleo,Diggersby,Volcarona,Popplio,Florges,Omanyte,Pachirisu,Whiscash,Gothita,Riolu,Poliwhirl,Torterra,Roserade,Gogoat,Miltank,Floette,Tyranitar,Altaria,Hydreigon,Cherrim,Sceptile,Lopunny,Goodra,Haxorus,Shiftry,Meganium,Lilligant,Leavanny,Simisage,Electivire,Samurott
99,Swampert,Shroomish,Throh,Spewpa,Meditite,Baltoy,Swanna,Beldum,Meditite,Slowpoke,Archeops,Zebstrika,Absol,Greninja,Manectric,Salamence,Jolteon,Metagross,Electrode,Sceptile,Magnezone,Aerodactyl,Tyranitar,Raichu,Starmie,Floatzel,Espeon,Empoleon,Weavile,Gengar,Sneasel
100,Rattata,Pyroar,Lombre,Sandslash,Panpour,Oranguru,Turtwig,Aron,Aron,Wimpod,Carvanha,Kommo-o,Liepard,Stoutland,Gallade,Porygon-Z,Starmie,Garchomp,Skuntank,Mismagius,Drifblim,Empoleon,Metagross,Poliwrath,Walrein,Absol,Flygon,Manectric,Exploud,Mr. Mime,Magmar
101,Poochyena,Bouffalant,Swablu,Cryogonal,Farfetch'd,Karrablast,Silcoon,Salandit,Togetic,Porygon2,Pikachu,Metagross,Steelix,Gengar,Alakazam,Slaking,Tyranitar,Silvally,Aggron,Mismagius,Scizor,Lunatone,Kangaskhan,Magnezone,Venusaur,Klinklang,Garchomp,Typhlosion,Swampert,Klefki,Xatu
102,Seel,Swanna,Phione,Chespin,Buneary,Vibrava,Meowth,Metapod,Prinplup,Combusken,Pyroar,Jellicent,Gallade,Garchomp,Passimian,Porygon2,Salamence,Samurott,Slaking,Sharpedo,Tyrantrum,Goodra,Starmie,Swampert,Kingdra,Silvally,Blastoise,Milotic,Drifblim,Poliwrath,Crobat
103,Noibat,Toxapex,Spinarak,Mimikyu,Abomasnow,Minun,Vanillite,Krabby,Jolteon,Aipom,Mienfoo,Simisage,Nidoking,Decidueye,Swampert,Slaking,Gogoat,Manectric,Lopunny,Seismitoad,Whimsicott,Flygon,Garchomp,Goodra,Serperior,Torterra,Hydreigon,Krookodile,Silvally,Leavanny,Raichu
104,Goodra,Rotom,Cranidos,Chinchou,Magmortar,Tangrowth,Cherrim,Dewpider,Jynx,Venusaur,Rhyhorn,Volcarona,Typhlosion,Metagross,Infernape,Charizard,Simisear,Delphox,Lucario,Scizor,Noivern,Hydreigon,Darmanitan,Salamence,Arcanine,Blaziken,Magmortar,Gardevoir,Scolipede,Pinsir,Ninetales
105,Loudred,Hitmonchan,Oricorio,Croagunk,Tentacruel,Banette,Quilava,Spinarak,Golbat,Joltik,Ralts,Slaking,Zoroark,Absol,Garchomp,Tauros,Mismagius,Dragonite,Alakazam,Floette,Basculin,Hydreigon,Tyranitar,Gardevoir,Sharpedo,Houndoom,Charizard,Kangaskhan,Salamence,Blastoise,Greninja
106,Jolteon,Emboar,Prinplup,Aromatisse,Lopunny,Wingull,Vibrava,Karrablast,Wailord,Tympole,Meganium,Kingdra,Scyther,Lucario,Heracross,Meowstic,Ninetales,Furfrou,Bronzong,Dodrio,Golbat,Skuntank,Kangaskhan,Zangoose,Silvally,Gardevoir,Pyroar,Vivillon,Talonflame,Fletchinder,Blaziken
107,Smoochum,Slugma,Bibarel,Magneton,Tyrogue,Bastiodon,Chikorita,Pignite,Ledyba,Spiritomb,Finneon,Vaporeon,Garchomp,Blastoise,Milotic,Goodra,Venusaur,Tyranitar,Greninja,Hydreigon,Houndoom,Typhlosion,Nidoqueen,Blaziken,Ampharos,Excadrill,Wailord,Jolteon,Kingdra,Torterra,Sharpedo
108,Taillow,Charmander,Magmar,Glameow,Cranidos,Skitty,Dewgong,Popplio,Donphan,Silcoon,Delcatty,Floette,Simisage,Slaking,Silvally,Greninja,Dhelmise,Garchomp,Empoleon,Gourgeist,Yanmega,Decidueye,Salamence,Leafeon,Tyranitar,Alakazam,Drifblim,Kommo-o,Tauros,Heracross,Absol
109,Klang,Vibrava,Magmortar,Mantine,Kecleon,Charmeleon,Flaaffy,Espurr,Mimikyu,Venipede,Amaura,Tyranitar,Darmanitan,Mismagius,Blastoise,Nidoking,Slaking,Sceptile,Simisear,Floatzel,Typhlosion,Metagross,Absol,Simipour,Houndoom,Manectric,Swampert,Sharpedo,Kangaskhan,Krookodile,Umbreon
110,Makuhita,Sliggoo,Braviary,Chimchar,Buizel,Bruxish,Skitty,Vanillite,Carnivine,Oshawott,Krokorok,Kommo-o,Haxorus,Leavanny,Audino,Simisage,Stoutland,Serperior,Leafeon,Gengar,Skuntank,Honchkrow,Lopunny,Exploud,Slaking,Sceptile,Dragonite,Pinsir,Kangaskhan,Accelgor,Hydreigon
111,Slowking,Donphan,Phantump,Fearow,Cascoon,Araquanid,Archen,Rattata,Lycanroc,Hippowdon,Spoink,Simisage,Sceptile,Slaking,Serperior,Chesnaught,Venusaur,Kommo-o,Simipour,Leavanny,Meganium,Tsareena,Heracross,Milotic,Feraligatr,Salamence,Lilligant,Blastoise,Zebstrika,Floatzel,Gogoat
112,Lilligant,Chesnaught,Luvdisc,Komala,Kirlia,Breloom,Simipour,Graveler,Weavile,Larvesta,Venonat,Lucario,Slaking,Kommo-o,Sceptile,Manectric,Blastoise,Chesnaught,Garchomp,Kangaskhan,Metagross,Floette,Kingdra,Greninja,Whimsicott,Gyarados,Florges,Hawlucha,Venusaur,Salamence,Scizor
113,Lucario,Luvdisc,Swampert,Eelektross,Silvally,Jigglypuff,Mudbray,Leafeon,Ludicolo,Magnezone,Type: Null,Metagross,Emboar,Lucario,Delphox,Infernape,Pinsir,Tyranitar,Charizard,Tauros,Passimian,Ninetales,Pidgeot,Kommo-o,Arcanine,Blaziken,Venusaur,Medicham,Pyroar,Rapidash,Magmortar
114,Larvitar,Lopunny,Trumbeak,Shellder,Vulpix,Tympole,Slakoth,Wailmer,Palossand,Solrock,Drifblim,Absol,Gyarados,Slaking,Greninja,Hydreigon,Zoroark,Goodra,Dragonite,Mismagius,Salamence,Sharpedo,Simipour,Metagross,Mandibuzz,Charizard,Milotic,Blastoise,Archeops,Swanna,Empoleon
115,Braixen,Luxio,Flabébé,Avalugg,Murkrow,Dedenne,Ekans,Toxicroak,Sunkern,Mareanie,Porygon-Z,Alakazam,Golurk,Metagross,Steelix,Chandelure,Gengar,Garchomp,Mismagius,Dhelmise,Gallade,Lucario,Sceptile,Decidueye,Gliscor,Slaking,Arcanine,Silvally,Palossand,Excadrill,Kadabra
116,Politoed,Metapod,Greninja,Morelull,Pupitar,Pinsir,Joltik,Slakoth,Primeape,Oshawott,Sandshrew,Drifblim,Metagross,Slaking,Pidgeot,Crobat,Dodrio,Blaziken,Gyarados,Dragonite,Yanmega,Floette,Espeon,Noivern,Hawlucha,Aerodactyl,Nidoking,Primarina,Gallade,Emboar,Jellicent
117,Claydol,Purrloin,Dragalge,Porygon2,Sableye,Lucario,Braixen,Pupitar,Beartic,Barboach,Basculin,Greninja,Vaporeon,Jellicent,Blastoise,Milotic,Metagross,Floatzel,Gyarados,Feraligatr,Starmie,Manectric,Gallade,Lucario,Empoleon,Wailord,Golduck,Poliwrath,Zebstrika,Simipour,Phione
118,Tranquill,Dusknoir,Pidgeot,Tsareena,Turtwig,Vulpix,Feraligatr,Swirlix,Dewgong,Taillow,Furfrou,Leafeon,Decidueye,Serperior,Metagross,Jolteon,Zebstrika,Gallade,Salamence,Lopunny,Pinsir,Kangaskhan,Espeon,Alakazam,Slaking,Gyarados,Floatzel,Sharpedo,Hawlucha,Galvantula,Sceptile
119,Cubone,Torkoal,Gliscor,Flareon,Whimsicott,Mudsdale,Klefki,Tyranitar,Lombre,Munna,Snorunt,Scizor,Kommo-o,Meganium,Blastoise,Garchomp,Kingdra,Simisage,Gyarados,Leafeon,Leavanny,Floette,Serperior,Pinsir,Heracross,Mienshao,Sawk,Excadrill,Slaking,Lucario,Salamence
120,Meowstic,Slurpuff,Gothorita,Pyroar,Slakoth,Weavile,Numel,Cryogonal,Bagon,Type: Null,Mantyke,Passimian,Tyranitar,Lucario,Slaking,Aggron,Barbaracle,Bewear,Sawk,Mienshao,Silvally,Hitmontop,Aerodactyl,Aurorus,Hawlucha,Blaziken,Metagross,Gyarados,Kangaskhan,Blastoise,Bisharp
121,Linoone,Hippowdon,Skrelp,Wailord,Seismitoad,Braviary,Hoothoot,Darmanitan,Snivy,Bergmite,Hitmonchan,Slaking,Kingdra,Gallade,Charizard,Talonflame,Delphox,Aerodactyl,Gyarados,Darmanitan,Simisear,Noivern,Sawk,Blaziken,Arcanine,Salazzle,Rapidash,Tentacruel,Porygon-Z,Kommo-o,Simipour
122,Mudsdale,Lillipup,Goldeen,Barbaracle,Torracat,Burmy,Quilava,Wailmer,Finneon,Slurpuff,Beautifly,Slaking,Alakazam,Kangaskhan,Nidoking,Gardevoir,Porygon-Z,Tauros,Rotom,Charizard,Blastoise,Gengar,Greninja,Lopunny,Tentacruel,Gyarados,Gliscor,Staraptor,Braviary,Golduck,Silvally
123,Ambipom,Lycanroc,Miltank,Excadrill,Luxray,Rhyperior,Mimikyu,Tauros,Feraligatr,Lopunny,Abomasnow,Metagross,Alakazam,Lucario,Sceptile,Salamence,Aerodactyl,Lapras,Empoleon,Hawlucha,Venusaur,Walrein,Ferrothorn,Jellicent,Swampert,Aegislash,Blastoise,Gyarados,Aurorus,Wailord,Dewgong
124,Cleffa,Cloyster,Vanillite,Mudbray,Toxapex,Swanna,Arcanine,Weedle,Solosis,Yungoos,Illumise,Salamence,Slaking,Gardevoir,Pidgeot,Manectric,Kangaskhan,Espeon,Aerodactyl,Tauros,Zebstrika,Alakazam,Archeops,Hydreigon,Staraptor,Noivern,Lopunny,Jolteon,Miltank,Silvally,Greninja
125,Starly,Feraligatr,Deino,Sharpedo,Poochyena,Seel,Dunsparce,Skrelp,Bonsly,Petilil,Castform,Torterra,Wailord,Grumpig,Flygon,Cacturne,Altaria,Zangoose,Castform,Banette,Gorebyss,Sharpedo,Salamence,Metagross,Empoleon,Luxray,Roserade,Garchomp,Lucario,Hippowdon,Drapion
126,Quagsire,Ivysaur,Grubbin,Castform,Alakazam,Jolteon,Igglybuff,Swanna,Dunsparce,Porygon2,Scraggy,Kangaskhan,Snorlax,Slaking,Garchomp,Magnezone,Kommo-o,Excadrill,Castform,Goodra,Ambipom,Walrein,Klinklang,Ursaring,Steelix,Porygon-Z,Tyrantrum,Pyroar,Bisharp,Lopunny,Kingdra
127,Glameow,Baltoy,Weedle,Roggenrola,Granbull,Seismitoad,Timburr,Pyroar,Palossand,Treecko,Piloswine,Salamence,Gyarados,Sceptile,Kangaskhan,Greninja,Floatzel,Blastoise,Metagross,Slaking,Noivern,Aerodactyl,Serperior,Alakazam,Simipour,Dodrio,Hawlucha,Venusaur,Gardevoir,Heracross,Starmie
128,Mimikyu,Mareep,Salamence,Salamence,Geodude,Bonsly,Metagross,Grovyle,Nidoking,Swirlix,Sceptile,Metagross,Scizor,Ferrothorn,Lucario,Absol,Rotom,Raichu,Skarmory,Mandibuzz,Salamence,Manectric,Blaziken,Bewear,Golisopod,Bronzong,Honchkrow,Magnezone,Bisharp,Incineroar,Forretress
129,Altaria,Chinchou,Klinklang,Spritzee,Honedge,Tsareena,Wimpod,Tyrantrum,Lucario,Cubchoo,Combusken,Salamence,Garchomp,Banette,Alakazam,Metagross,Mismagius,Gyarados,Blastoise,Decidueye,Drifblim,Froslass,Delphox,Manectric,Chandelure,Kommo-o,Zebstrika,Primarina,Slowbro,Mimikyu,Kingdra
130,Roserade,Claydol,Seadra,Clawitzer,Skuntank,Crustle,Skiploom,Minior,Lilligant,Kakuna,Furfrou,Metagross,Alakazam,Lucario,Klinklang,Garchomp,Manectric,Gengar,Ferrothorn,Venusaur,Gallade,Steelix,Lopunny,Bewear,Gardevoir,Greninja,Bronzong,Slaking,Bisharp,Salamence,Passimian
131,Luxio,Charjabug,Murkrow,Magmortar,Azurill,Yanmega,Dewgong,Pachirisu,Donphan,Steenee,Magnemite,Slaking,Alakazam,Dragonite,Gliscor,Salamence,Tyranitar,Galvantula,Blastoise,Metagross,Floette,Bewear,Hawlucha,Pinsir,Swampert,Goodra,Delphox,Archeops,Kangaskhan,Passimian,Venusaur
132,Bidoof,Hakamo-o,Lombre,Axew,Parasect,Rufflet,Galvantula,Totodile,Ivysaur,Scizor,Vulpix,Garchomp,Talonflame,Magmortar,Metagross,Blaziken,Salamence,Gallade,Pidgeot,Typhlosion,Greninja,Passimian,Nidoqueen,Delphox,Volcarona,Kommo-o,Darmanitan,Altaria,Arcanine,Ninetales,Sawk
133,Jellicent,Sneasel,Chingling,Cradily,Salandit,Bibarel,Grovyle,Seviper,Wurmple,Bonsly,Incineroar,Salamence,Garchomp,Kangaskhan,Kommo-o,Slaking,Lucario,Dragonite,Silvally,Tyranitar,Nidoqueen,Blaziken,Hydreigon,Gliscor,Altaria,Sharpedo,Toxicroak,Tyrantrum,Goodra,Infernape,Blastoise
134,Diggersby,Xatu,Larvesta,Eelektrik,Charmander,Feebas,Wailord,Diglett,Crawdaunt,Electabuzz,Aerodactyl,Metagross,Electabuzz,Zebstrika,Venusaur,Haxorus,Jolteon,Slaking,Raichu,Electivire,Alakazam,Hydreigon,Aerodactyl,Chesnaught,Passimian,Manectric,Dedenne,Tyrantrum,Electrode,Magnezone,Tyranitar
135,Igglybuff,Drampa,Surskit,Chikorita,Weepinbell,Togetic,Seismitoad,Milotic,Bruxish,Goldeen,Mankey,Slaking,Garchomp,Salamence,Blastoise,Silvally,Greninja,Sharpedo,Gyarados,Kingdra,Goodra,Manectric,Electivire,Tauros,Kangaskhan,Milotic,Sawsbuck,Venusaur,Jolteon,Staraptor,Simipour
136,Feebas,Tirtouga,Shuppet,Budew,Ledyba,Swampert,Metapod,Carbink,Trubbish,Chimchar,Flygon,Gyarados,Dragonite,Venusaur,Salamence,Slaking,Drifblim,Altaria,Charizard,Serperior,Gliscor,Gardevoir,Braviary,Staraptor,Heracross,Unfezant,Swanna,Oricorio,Honchkrow,Simisage,Lopunny
137,Toucannon,Munna,Flaaffy,Munchlax,Duosion,Stantler,Munna,Stufful,Kricketune,Squirtle,Gardevoir,Gengar,Metagross,Krookodile,Drapion,Greninja,Bisharp,Hydreigon,Durant,Sharpedo,Tyranitar,Tauros,Dodrio,Slaking,Excadrill,Mandibuzz,Simipour,Kangaskhan,Absol,Gardevoir,Typhlosion
138,Spearow,Purugly,Vanillite,Gyarados,Jumpluff,Typhlosion,Teddiursa,Skiddo,Milotic,Sandshrew,Illumise,Alakazam,Salamence,Dragonite,Gyarados,Garchomp,Absol,Metagross,Noivern,Kingdra,Dodrio,Slaking,Goodra,Gardevoir,Kommo-o,Aerodactyl,Crobat,Pidgeot,Ambipom,Greninja,Lapras
139,Grimer,Lickilicky,Shedinja,Nidoking,Tympole,Magmortar,Shroomish,Cherrim,Mienfoo,Heliolisk,Rowlet,Garchomp,Salamence,Slaking,Aerodactyl,Greninja,Houndoom,Noivern,Lucario,Haxorus,Gengar,Espeon,Kommo-o,Goodra,Alakazam,Arcanine,Kangaskhan,Tauros,Silvally,Minior,Flygon
140,Poliwhirl,Luvdisc,Raticate,Leavanny,Pikachu,Toxapex,Passimian,Toucannon,Simipour,Sneasel,Alakazam,Greninja,Salamence,Hydreigon,Garchomp,Absol,Alakazam,Metagross,Gallade,Dragonite,Manectric,Tyranitar,Houndoom,Galvantula,Lucario,Slaking,Sharpedo,Weavile,Noivern,Delphox,Goodra
141,Araquanid,Abra,Nidoran♂,Dhelmise,Gigalith,Bonsly,Azurill,Rhyperior,Paras,Diglett,Ferroseed,Torterra,Empoleon,Prinplup,Infernape,Grotle,Salamence,Shelgon,Huntail,Staraptor,Walrein,Snorunt,Absol,Chimecho,Tropius,Banette,Milotic,Cradily,Glalie,Bibarel,Wormadam
142,Salandit,Galvantula,Pichu,Emboar,Swellow,Deino,Graveler,Darmanitan,Druddigon,Carracosta,Feraligatr,Goodra,Primarina,Garchomp,Sliggoo,Mamoswine,Slaking,Gyarados,Greninja,Poliwrath,Dragonair,Passimian,Lapras,Kommo-o,Floette,Excadrill,Salamence,Haxorus,Tyranitar,Togekiss,Empoleon
143,Jigglypuff,Magmortar,Miltank,Sandygast,Vigoroth,Minun,Minccino,Pikipek,Floatzel,Litleo,Chinchou,Trevenant,Manectric,Decidueye,Hydreigon,Alakazam,Garchomp,Goodra,Zebstrika,Gourgeist,Dhelmise,Snorlax,Aerodactyl,Dragonite,Venusaur,Seismitoad,Electivire,Gardevoir,Hawlucha,Gengar,Haxorus
144,Swoobat,Squirtle,Rapidash,Nosepass,Gastrodon,Victreebel,Kabuto,Noctowl,Carvanha,Charmeleon,Charmeleon,Tyranitar,Slaking,Absol,Lucario,Salamence,Hydreigon,Goodra,Garchomp,Gyarados,Dragonite,Gallade,Kangaskhan,Excadrill,Tauros,Silvally,Kommo-o,Toxicroak,Skuntank,Hawlucha,Gardevoir
145,Unfezant,Dartrix,Vigoroth,Vespiquen,Dodrio,Anorith,Garbodor,Emboar,Onix,Lilligant,Tauros,Alakazam,Salamence,Pidgeot,Dragonite,Drifblim,Crobat,Garchomp,Slaking,Metagross,Kangaskhan,Goodra,Lucario,Aerodactyl,Hawlucha,Hydreigon,Kommo-o,Gallade,Heracross,Delphox,Typhlosion
146,Charjabug,Scyther,Skuntank,Marill,Lombre,Sandslash,Garbodor,Nosepass,Baltoy,Emolga,Relicanth,Garchomp,Swampert,Metagross,Seismitoad,Salamence,Slaking,Goodra,Kadabra,Sharpedo,Krookodile,Haxorus,Kingdra,Alakazam,Gardevoir,Scizor,Lucario,Grumpig,Flygon,Kommo-o,Silvally
147,Drifloon,Exeggcute,Magnezone,Sandygast,Oricorio,Marill,Dodrio,Ampharos,Fearow,Florges,Staryu,Slaking,Metagross,Stoutland,Kangaskhan,Nidoqueen,Lopunny,Blaziken,Steelix,Delphox,Gengar,Sceptile,Salamence,Lucario,Alakazam,Krookodile,Espeon,Tyranitar,Darmanitan,Houndoom,Muk
148,Simipour,Spearow,Shellder,Fearow,Squirtle,Yungoos,Hippopotas,Jynx,Octillery,Rhyhorn,Machoke,Metagross,Starmie,Wailord,Malamar,Salamence,Sharpedo,Slaking,Samurott,Grumpig,Meowstic,Haxorus,Silvally,Chimecho,Hypno,Crobat,Blastoise,Gothitelle,Pidgeot,Politoed,Scizor
149,Duskull,Oshawott,Golurk,Mantine,Staravia,Delcatty,Chesnaught,Litten,Pidgeotto,Castform,Cyndaquil,Alakazam,Metagross,Floette,Delphox,Slaking,Sigilyph,Noivern,Charizard,Infernape,Crobat,Gallade,Drifblim,Dragonite,Meowstic,Typhlosion,Gardevoir,Simisear,Arcanine,Lampent,Pidgeot
150,Probopass,Dhelmise,Glameow,Panpour,Araquanid,Monferno,Poliwag,Flaaffy,Bibarel,Vigoroth,Venomoth,Slaking,Kadabra,Metagross,Gardevoir,Lucario,Mienshao,Salamence,Gyarados,Kangaskhan,Meowstic,Floette,Palossand,Silvally,Golurk,Espeon,Dhelmise,Garchomp,Manectric,Gourgeist,Simipour
151,Excadrill,Feebas,Pancham,Larvesta,Tyrogue,Tangela,Dedenne,Pikipek,Crabominable,Gothita,Vulpix,Metagross,Volcarona,Florges,Gardevoir,Magmortar,Espeon,Salazzle,Gallade,Gogoat,Sceptile,Delphox,Ninetales,Venusaur,Slaking,Houndoom,Meowstic,Meganium,Magmar,Gengar,Typhlosion
152,Blitzle,Serperior,Fearow,Chimchar,Cranidos,Wimpod,Gogoat,Donphan,Furret,Sableye,Larvesta,Charizard,Salamence,Slaking,Kangaskhan,Garchomp,Volcarona,Pidgeot,Typhlosion,Scizor,Floette,Yanmega,Hydreigon,Pinsir,Klinklang,Chandelure,Braviary,Kommo-o,Chesnaught,Glalie,Oricorio
153,Sableye,Krookodile,Wooper,Milotic,Sigilyph,Floette,Whismur,Ekans,Magcargo,Haxorus,Clawitzer,Slaking,Espeon,Gardevoir,Gengar,Metagross,Kangaskhan,Lucario,Alakazam,Tentacruel,Gallade,Simisage,Empoleon,Lopunny,Charizard,Silvally,Blaziken,Greninja,Florges,Tauros,Sigilyph
